0, 0.0
0, 0.0
1651, 0.6
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1979, 0.1
1535, 3.6
0, 0.0
1140, 0.4
0, 0.0
0, 0.0
0, 0.0
1785, 1.4
0, 0.0
0, 0.0
1728, 2.2
1239, 1.6
0, 0.0
0, 0.0
1194, 2.0
0, 0.0
0, 0.0
1535, 3.6
0, 0.0
0, 0.0
1822, 3.1
0, 0.0
0, 0.0
1929, 2.4
0, 0.0
0, 0.0
0, 0.0
1393, 4.1
1856, 4.0
0, 0.0
0, 0.0
1822, 2.1
0, 0.0
1853, 1.7
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1495, 2.6
1380, 2.9
1570, 4.4
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1703, 4.1
0, 0.0
1380, 3.5
0, 0.0
1979, 0.1
1817, 4.7
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1393, 3.2
0, 0.0
0, 0.0
1493, 3.0
0, 0.0
1838, 2.2
0, 0.0
0, 0.0
1344, 3.6
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1633, 4.7
0, 0.0
1040, 4.0
1344, 3.6
0, 0.0
1301, 4.0
0, 0.0
1995, 0.2
0, 0.0
0, 0.0
1845, 2.7
0, 0.0
0, 0.0
0, 0.0
1298, 0.1
0, 0.0
0, 0.0
1894, 4.1
0, 0.0
1127, 3.6
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1239, 1.6
1495, 0.1
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1712, 1.1
0, 0.0
0, 0.0
0, 0.0
1995, 0.2
1344, 3.4
1817, 3.9
1830, 0.9
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1817, 1.1
0, 0.0
0, 0.0
1156, 1.2
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
1519, 3.6
0, 0.0
0, 0.0
1535, 3.6
0, 0.0
1495, 1.2
